,School_Name,STREET,POSTCODE,LNG,LAT,LOCALITY,GENDER,OFSTEDRATING,price_paid,postcode,property_type,new_build,estate_type,street
655,Stechford Primary School,albert road,B33 8SJ,-1.813152325,52.47958134,Stechford,Mixed,Good,130000,B6 5NL,T,N,F,albert road
656,Stechford Primary School,albert road,B33 8SJ,-1.813152325,52.47958134,Stechford,Mixed,Good,176000,B6 5NL,T,N,F,albert road
657,Marlborough Infant School,marlborough road,B10 9NY,-1.849361078,52.47381912,Small Heath,Mixed,Requires improvement,391000,B36 0EH,D,N,F,marlborough road
658,Marlborough Infant School,marlborough road,B10 9NY,-1.849361078,52.47381912,Small Heath,Mixed,Requires improvement,364500,B36 0EJ,S,N,F,marlborough road
659,Marlborough Infant School,marlborough road,B10 9NY,-1.849361078,52.47381912,Small Heath,Mixed,Requires improvement,340000,B36 0EL,S,N,F,marlborough road
660,Marlborough Infant School,marlborough road,B10 9NY,-1.849361078,52.47381912,Small Heath,Mixed,Requires improvement,295000,B36 0EL,T,N,F,marlborough road
661,Marlborough Junior School,green lane,B10 9NY,-1.849374904,52.47414313,Small Heath,Mixed,Requires improvement,113000,B21 0DE,T,N,F,green lane
662,Marlborough Junior School,green lane,B10 9NY,-1.849374904,52.47414313,Small Heath,Mixed,Requires improvement,260000,B36 0BA,S,N,F,green lane
663,Marlborough Junior School,green lane,B10 9NY,-1.849374904,52.47414313,Small Heath,Mixed,Requires improvement,230000,B36 0BU,D,N,F,green lane
664,Marlborough Junior School,green lane,B10 9NY,-1.849374904,52.47414313,Small Heath,Mixed,Requires improvement,290000,B36 0BX,S,N,F,green lane
665,Marlborough Junior School,green lane,B10 9NY,-1.849374904,52.47414313,Small Heath,Mixed,Requires improvement,315000,B43 5JX,D,N,F,green lane
666,Marlborough Junior School,green lane,B10 9NY,-1.849374904,52.47414313,Small Heath,Mixed,Requires improvement,226000,B43 5LE,S,N,F,green lane
667,Marlborough Junior School,green lane,B10 9NY,-1.849374904,52.47414313,Small Heath,Mixed,Requires improvement,265500,B43 5LG,S,N,F,green lane
668,Marlborough Junior School,green lane,B10 9NY,-1.849374904,52.47414313,Small Heath,Mixed,Requires improvement,200000,B43 5LG,S,N,F,green lane
669,Marlborough Junior School,green lane,B10 9NY,-1.849374904,52.47414313,Small Heath,Mixed,Requires improvement,283000,B46 3NE,D,N,F,green lane
670,Marlborough Junior School,green lane,B10 9NY,-1.849374904,52.47414313,Small Heath,Mixed,Requires improvement,162000,B9 5PW,T,N,F,green lane
681,Marsh Hill Primary School,marsh hill,B23 7HY,-1.8678922869999999,52.52517091,Erdington,Mixed,Good,185000,B23 7DS,S,N,F,marsh hill
682,Marsh Hill Primary School,marsh hill,B23 7HY,-1.8678922869999999,52.52517091,Erdington,Mixed,Good,162500,B23 7HD,S,N,F,marsh hill
683,Maryvale Catholic Primary School,old oscott hill,B44 9AG,-1.892097379,52.54795779,Kingstanding,Mixed,Good,189000,B44 9SR,S,N,F,old oscott hill
684,Oscott Manor School,old oscott hill,B44 9SP,-1.8924535569999998,52.54704114,Erdington,Mixed,Good,189000,B44 9SR,S,N,F,old oscott hill
685,Merritts Brook Primary E-ACT Academy,trescott road,B31 5QD,-1.992028049,52.41090413,Northfield,Mixed,Good,210000,B31 5QB,S,N,F,trescott road
686,Merritts Brook Primary E-ACT Academy,trescott road,B31 5QD,-1.992028049,52.41090413,Northfield,Mixed,Good,140000,B31 5QB,T,N,F,trescott road
687,Merritts Brook Primary E-ACT Academy,trescott road,B31 5QD,-1.992028049,52.41090413,Northfield,Mixed,Good,167000,B31 5QD,S,N,F,trescott road
688,Montgomery Primary Academy,white road,B11 1EH,-1.865647876,52.46352438,Sparkbrook,Mixed,Good,200000,B32 2AE,S,N,F,white road
689,Montgomery Primary Academy,white road,B11 1EH,-1.865647876,52.46352438,Sparkbrook,Mixed,Good,210000,B32 2AE,S,N,F,white road
690,Montgomery Primary Academy,white road,B11 1EH,-1.865647876,52.46352438,Sparkbrook,Mixed,Good,188000,B32 2SZ,S,N,F,white road
691,Moseley Church of England Primary School,oxford road,B13 9EH,-1.88437922,52.44305593,Moseley,Mixed,Outstanding,840000,B13 9SG,S,N,F,oxford road
692,Moseley Church of England Primary School,oxford road,B13 9EH,-1.88437922,52.44305593,Moseley,Mixed,Outstanding,830000,B13 9SG,S,N,F,oxford road
693,Moseley Church of England Primary School,oxford road,B13 9EH,-1.88437922,52.44305593,Moseley,Mixed,Outstanding,940000,B13 9SQ,D,N,F,oxford road
694,Moseley Church of England Primary School,oxford road,B13 9EH,-1.88437922,52.44305593,Moseley,Mixed,Outstanding,700000,B13 9SQ,O,N,F,oxford road
695,Moseley Church of England Primary School,oxford road,B13 9EH,-1.88437922,52.44305593,Moseley,Mixed,Outstanding,210000,B23 6UX,S,N,F,oxford road
696,Moseley Church of England Primary School,oxford road,B13 9EH,-1.88437922,52.44305593,Moseley,Mixed,Outstanding,195000,B23 6UX,S,N,F,oxford road
697,Nonsuch Primary School,wood leasow,B32 3SE,-1.992893225,52.44426269,Woodgate Valley,Mixed,Good,160000,B32 3SE,T,N,F,wood leasow
698,Northfield Manor Primary Academy,swarthmore road,B29 4JT,-1.9620394730000001,52.4296211,Selly Oak,Mixed,Good,515000,B29 4JR,S,N,F,swarthmore road
699,Northfield Manor Primary Academy,swarthmore road,B29 4JT,-1.9620394730000001,52.4296211,Selly Oak,Mixed,Good,695000,B29 4JR,D,N,F,swarthmore road
700,Northfield Manor Primary Academy,swarthmore road,B29 4JT,-1.9620394730000001,52.4296211,Selly Oak,Mixed,Good,587000,B29 4NG,D,N,F,swarthmore road
701,Northfield Manor Primary Academy,swarthmore road,B29 4JT,-1.9620394730000001,52.4296211,Selly Oak,Mixed,Good,215000,B29 4NH,T,N,L,swarthmore road
702,Oasis Academy Blakenhale Junior,homestead road,B33 0XG,-1.7828071230000002,52.47338942,Garretts Green,Mixed,Good,215000,B33 0US,T,N,F,homestead road
703,Oasis Academy Hobmoor,wash lane,B25 8FD,-1.819637041,52.4672355,Yardley,Mixed,Good,176000,B25 8PU,T,N,F,wash lane
704,Oasis Academy Hobmoor,wash lane,B25 8FD,-1.819637041,52.4672355,Yardley,Mixed,Good,103322,B25 8PX,T,N,F,wash lane
705,Oasis Academy Hobmoor,wash lane,B25 8FD,-1.819637041,52.4672355,Yardley,Mixed,Good,170000,B25 8QG,T,N,F,wash lane
706,Oasis Academy Hobmoor,wash lane,B25 8FD,-1.819637041,52.4672355,Yardley,Mixed,Good,170000,B25 8SB,T,N,F,wash lane
707,Oasis Academy Hobmoor,wash lane,B25 8FD,-1.819637041,52.4672355,Yardley,Mixed,Good,171000,B25 8SB,T,N,F,wash lane
708,Oasis Academy Short Heath,streetly road,B23 5JP,-1.858607388,52.53411418,Erdington,Mixed,Good,335000,B23 7AH,O,N,F,streetly road
709,Oasis Academy Short Heath,streetly road,B23 5JP,-1.858607388,52.53411418,Erdington,Mixed,Good,105000,B23 7BA,F,N,L,streetly road
710,Oasis Academy Short Heath,streetly road,B23 5JP,-1.858607388,52.53411418,Erdington,Mixed,Good,167500,B23 7BB,S,N,F,streetly road
711,Oasis Academy Short Heath,streetly road,B23 5JP,-1.858607388,52.53411418,Erdington,Mixed,Good,190000,B23 7BB,S,N,F,streetly road
712,Our Lady and St Rose of Lima Catholic Primary School,gregory avenue,B29 5DY,-1.962595445,52.43599689,Weoley Castle,Mixed,Good,100000,B29 5DG,T,N,F,gregory avenue
713,Our Lady and St Rose of Lima Catholic Primary School,gregory avenue,B29 5DY,-1.962595445,52.43599689,Weoley Castle,Mixed,Good,190000,B29 5DR,T,N,F,gregory avenue
714,Our Lady and St Rose of Lima Catholic Primary School,gregory avenue,B29 5DY,-1.962595445,52.43599689,Weoley Castle,Mixed,Good,170000,B29 5DW,S,N,F,gregory avenue
718,Our Lady's Catholic Primary School,east meadway,B33 0AU,-1.7690661509999999,52.48006094,Tile Cross,Mixed,Good,210000,B33 0AT,T,N,L,east meadway
719,Our Lady's Catholic Primary School,east meadway,B33 0AU,-1.7690661509999999,52.48006094,Tile Cross,Mixed,Good,150000,B33 0EN,T,N,F,east meadway
720,Our Lady's Catholic Primary School,east meadway,B33 0AU,-1.7690661509999999,52.48006094,Tile Cross,Mixed,Good,191000,B33 0EW,T,N,F,east meadway
724,Paganel Primary School,swinford road,B29 5TG,-1.968618165,52.44417783,Selly Oak,Mixed,Good,185000,B29 5SH,S,N,F,swinford road
725,Paganel Primary School,swinford road,B29 5TG,-1.968618165,52.44417783,Selly Oak,Mixed,Good,165000,B29 5SH,S,N,F,swinford road
726,Paganel Primary School,swinford road,B29 5TG,-1.968618165,52.44417783,Selly Oak,Mixed,Good,220000,B29 5SJ,S,N,F,swinford road
727,Paget Primary School,paget road,B24 0JP,-1.817792585,52.52187717,Pype Hayes,Mixed,Requires improvement,210000,B24 0JJ,S,N,L,paget road
728,Paget Primary School,paget road,B24 0JP,-1.817792585,52.52187717,Pype Hayes,Mixed,Requires improvement,205000,B24 0JJ,S,N,L,paget road
729,Paget Primary School,paget road,B24 0JP,-1.817792585,52.52187717,Pype Hayes,Mixed,Requires improvement,310000,B24 0JR,D,N,F,paget road
730,Paget Primary School,paget road,B24 0JP,-1.817792585,52.52187717,Pype Hayes,Mixed,Requires improvement,210000,B24 0JZ,S,N,L,paget road
731,Park Hill Primary School,alcester road,B13 8BB,-1.887963911,52.45085373,,Mixed,Good,97000,B13 8AP,F,N,L,alcester road
732,Park Hill Primary School,alcester road,B13 8BB,-1.887963911,52.45085373,,Mixed,Good,111500,B13 8AP,F,N,L,alcester road
733,Park Hill Primary School,alcester road,B13 8BB,-1.887963911,52.45085373,,Mixed,Good,103000,B13 8BB,F,N,L,alcester road
734,Park Hill Primary School,alcester road,B13 8BB,-1.887963911,52.45085373,,Mixed,Good,500000,B13 8DD,T,N,F,alcester road
735,Park Hill Primary School,alcester road,B13 8BB,-1.887963911,52.45085373,,Mixed,Good,585000,B13 8EB,T,N,F,alcester road
736,Park Hill Primary School,alcester road,B13 8BB,-1.887963911,52.45085373,,Mixed,Good,157000,B13 8EF,F,N,L,alcester road
737,Park Hill Primary School,alcester road,B13 8BB,-1.887963911,52.45085373,,Mixed,Good,200000,B13 8EQ,F,N,L,alcester road
738,Park Hill Primary School,alcester road,B13 8BB,-1.887963911,52.45085373,,Mixed,Good,150000,B13 8EY,F,N,L,alcester road
739,Park Hill Primary School,alcester road,B13 8BB,-1.887963911,52.45085373,,Mixed,Good,220000,B13 8HS,O,N,L,alcester road
740,Park Hill Primary School,alcester road,B13 8BB,-1.887963911,52.45085373,,Mixed,Good,1150000,B13 8PX,O,N,F,alcester road
741,Park Hill Primary School,alcester road,B13 8BB,-1.887963911,52.45085373,,Mixed,Good,575000,B47 5HF,D,N,F,alcester road
742,Park Hill Primary School,alcester road,B13 8BB,-1.887963911,52.45085373,,Mixed,Good,550000,B47 5HQ,D,N,F,alcester road
743,Park Hill Primary School,alcester road,B13 8BB,-1.887963911,52.45085373,,Mixed,Good,1050000,B47 5NB,D,N,F,alcester road
744,Park Hill Primary School,alcester road,B13 8BB,-1.887963911,52.45085373,,Mixed,Good,350000,B47 5NR,D,N,L,alcester road
745,Park Hill Primary School,alcester road,B13 8BB,-1.887963911,52.45085373,,Mixed,Good,830000,B47 6JL,D,N,F,alcester road
746,Park Hill Primary School,alcester road,B13 8BB,-1.887963911,52.45085373,,Mixed,Good,460000,B47 6JL,D,N,F,alcester road
747,Park Hill Primary School,alcester road,B13 8BB,-1.887963911,52.45085373,,Mixed,Good,855000,B48 7JD,O,N,F,alcester road
748,Parkfield Community School,parkfield road,B8 3AX,-1.849486384,52.48528773,Saltley,Mixed,Outstanding,270000,B46 3LD,S,N,F,parkfield road
749,Parkfield Community School,parkfield road,B8 3AX,-1.849486384,52.48528773,Saltley,Mixed,Outstanding,218000,B46 3LD,T,N,F,parkfield road
750,Parkfield Community School,parkfield road,B8 3AX,-1.849486384,52.48528773,Saltley,Mixed,Outstanding,260000,B46 3LE,S,N,F,parkfield road
751,Parkfield Community School,parkfield road,B8 3AX,-1.849486384,52.48528773,Saltley,Mixed,Outstanding,78000,B8 3AX,T,N,F,parkfield road
752,Princethorpe Infant School,princethorpe road,B29 5QB,-1.96878568,52.43603291,Weoley Castle,Mixed,Good,150500,B29 5QA,T,N,F,princethorpe road
753,Princethorpe Junior School,princethorpe road,B29 5QB,-1.969064897,52.43633864,Weoley Castle,Mixed,Special Measures,150500,B29 5QA,T,N,F,princethorpe road
755,Queensbury School,wood end road,B24 8BL,-1.840330605,52.51684835,Erdington,Mixed,Serious Weaknesses,110000,B24 8BN,F,N,L,wood end road
757,Quinton Church Primary School,hagley road west,B32 1AJ,-2.00931553,52.46077706,Quinton,Mixed,Good,900000,B32 1BY,O,N,F,hagley road west
758,Quinton Church Primary School,hagley road west,B32 1AJ,-2.00931553,52.46077706,Quinton,Mixed,Good,190200,B32 1BY,S,N,F,hagley road west
759,Quinton Church Primary School,hagley road west,B32 1AJ,-2.00931553,52.46077706,Quinton,Mixed,Good,142000,B32 1DJ,F,N,L,hagley road west
760,Quinton Church Primary School,hagley road west,B32 1AJ,-2.00931553,52.46077706,Quinton,Mixed,Good,250000,B32 2AA,S,N,F,hagley road west
761,Raddlebarn Primary School,gristhorpe road,B29 7TD,-1.9276568219999999,52.43681517,,Mixed,Good,275000,B29 7SL,S,N,F,gristhorpe road
762,Raddlebarn Primary School,gristhorpe road,B29 7TD,-1.9276568219999999,52.43681517,,Mixed,Good,230000,B29 7SL,S,N,F,gristhorpe road
763,Raddlebarn Primary School,gristhorpe road,B29 7TD,-1.9276568219999999,52.43681517,,Mixed,Good,270000,B29 7SN,S,N,F,gristhorpe road
764,Raddlebarn Primary School,gristhorpe road,B29 7TD,-1.9276568219999999,52.43681517,,Mixed,Good,220000,B29 7SP,T,N,F,gristhorpe road
765,Raddlebarn Primary School,gristhorpe road,B29 7TD,-1.9276568219999999,52.43681517,,Mixed,Good,215406,B29 7SP,T,N,F,gristhorpe road
766,Rednal Hill Infant School,irwin avenue,B45 8QY,-2.000292693,52.39159913,Rednal,Mixed,Good,195000,B45 8QY,S,N,F,irwin avenue
767,Rednal Hill Infant School,irwin avenue,B45 8QY,-2.000292693,52.39159913,Rednal,Mixed,Good,220000,B45 8QY,S,N,F,irwin avenue
768,Rednal Hill Junior School,irwin avenue,B45 8QY,-2.0014976019999997,52.39129345,Rednal,Mixed,Requires improvement,195000,B45 8QY,S,N,F,irwin avenue
769,Rednal Hill Junior School,irwin avenue,B45 8QY,-2.0014976019999997,52.39129345,Rednal,Mixed,Requires improvement,220000,B45 8QY,S,N,F,irwin avenue
770,Regents Park Community Primary School,arthur street,B10 0NJ,-1.868966801,52.47103474,Small Heath,Mixed,Good,181000,B10 0NJ,T,N,F,arthur street
771,Robin Hood Academy,pitmaston road,B28 9PP,-1.831570133,52.42596555,Hall Green,Mixed,Good,182500,B28 9PN,T,N,F,pitmaston road
772,Robin Hood Academy,pitmaston road,B28 9PP,-1.831570133,52.42596555,Hall Green,Mixed,Good,182500,B28 9PP,S,N,F,pitmaston road
773,Rookery School,rookery road,B21 9PY,-1.9388367709999998,52.51108752,Handsworth,Mixed,Good,250000,B21 9NN,O,N,F,rookery road
774,Rookery School,rookery road,B21 9PY,-1.9388367709999998,52.51108752,Handsworth,Mixed,Good,250000,B21 9NN,O,N,F,rookery road
775,Rookery School,rookery road,B21 9PY,-1.9388367709999998,52.51108752,Handsworth,Mixed,Good,190000,B21 9QU,S,N,F,rookery road
776,Rookery School,rookery road,B21 9PY,-1.9388367709999998,52.51108752,Handsworth,Mixed,Good,165000,B21 9QU,T,N,L,rookery road
777,Rookery School,rookery road,B21 9PY,-1.9388367709999998,52.51108752,Handsworth,Mixed,Good,470000,B29 7DG,O,N,F,rookery road
778,Rookery School,rookery road,B21 9PY,-1.9388367709999998,52.51108752,Handsworth,Mixed,Good,500000,B29 7DG,S,N,F,rookery road
779,Sacred Heart Catholic School,earlsbury gardens,B20 3AE,-1.900972748,52.509461800000004,Birchfield,Mixed,Special Measures,235000,B20 3AG,T,N,F,earlsbury gardens
781,Saint Barnabas Church of England Primary School,spring lane,B24 9BY,-1.832387345,52.52081995,Erdington,Mixed,Good,225000,B24 9BT,S,N,F,spring lane
783,Saltley Academy,belchers lane,B9 5RX,-1.831997154,52.48395163,Bordesley Green,Mixed,Good,160000,B8 3ET,T,N,F,belchers lane
784,Saltley Academy,belchers lane,B9 5RX,-1.831997154,52.48395163,Bordesley Green,Mixed,Good,200000,B9 5RT,T,N,F,belchers lane
785,Saltley Academy,belchers lane,B9 5RX,-1.831997154,52.48395163,Bordesley Green,Mixed,Good,245000,B9 5RZ,T,N,F,belchers lane
786,Saltley Academy,belchers lane,B9 5RX,-1.831997154,52.48395163,Bordesley Green,Mixed,Good,228000,B9 5XR,T,N,F,belchers lane
787,Selly Oak Trust School,oak tree lane,B29 6HZ,-1.938279535,52.43510401,Selly Oak,Mixed,Good,320000,B29 6HX,T,N,F,oak tree lane
788,Selly Oak Trust School,oak tree lane,B29 6HZ,-1.938279535,52.43510401,Selly Oak,Mixed,Good,195000,B30 1UB,F,N,L,oak tree lane
789,Selly Oak Trust School,oak tree lane,B29 6HZ,-1.938279535,52.43510401,Selly Oak,Mixed,Good,295000,B30 1UB,F,N,L,oak tree lane
790,Severne Junior Infant and Nursery School,severne road,B27 7HR,-1.821935165,52.43388965,Acocks Green,Mixed,Good,168000,B27 7HJ,T,N,F,severne road
791,Severne Junior Infant and Nursery School,severne road,B27 7HR,-1.821935165,52.43388965,Acocks Green,Mixed,Good,165000,B27 7HR,S,N,F,severne road
792,Shaw Hill Primary School,anthony road,B8 3AN,-1.84491418,52.48775849,Alum Rock,Mixed,Outstanding,200000,B8 3BA,T,N,F,anthony road
793,Shenley Academy,shenley lane,B29 4HE,-1.9769084380000002,52.42988562,,Mixed,Good,84500,B29 5PL,F,N,L,shenley lane
794,Shenley Academy,shenley lane,B29 4HE,-1.9769084380000002,52.42988562,,Mixed,Good,155000,B29 5PN,S,N,F,shenley lane
795,Slade Primary School,slade road,B23 7PX,-1.858009896,52.51362551,Erdington,Mixed,Good,1235000,B23 7PG,T,N,F,slade road
796,Slade Primary School,slade road,B23 7PX,-1.858009896,52.51362551,Erdington,Mixed,Good,1235000,B23 7PG,T,N,F,slade road
797,Slade Primary School,slade road,B23 7PX,-1.858009896,52.51362551,Erdington,Mixed,Good,169950,B23 7QX,T,N,F,slade road
798,Slade Primary School,slade road,B23 7PX,-1.858009896,52.51362551,Erdington,Mixed,Good,140000,B23 7QY,T,N,F,slade road
799,Stockland Green School,slade road,B23 7JH,-1.8618552240000001,52.523240200000004,Erdington,Mixed,Good,1235000,B23 7PG,T,N,F,slade road
800,Stockland Green School,slade road,B23 7JH,-1.8618552240000001,52.523240200000004,Erdington,Mixed,Good,1235000,B23 7PG,T,N,F,slade road
801,Stockland Green School,slade road,B23 7JH,-1.8618552240000001,52.523240200000004,Erdington,Mixed,Good,169950,B23 7QX,T,N,F,slade road
802,Stockland Green School,slade road,B23 7JH,-1.8618552240000001,52.523240200000004,Erdington,Mixed,Good,140000,B23 7QY,T,N,F,slade road
803,Somerville Primary (NC) School,somerville road,B10 9EN,-1.8551292259999999,52.47093776,Small Heath,Mixed,Good,120000,B10 9DT,T,N,F,somerville road
804,Somerville Primary (NC) School,somerville road,B10 9EN,-1.8551292259999999,52.47093776,Small Heath,Mixed,Good,180000,B10 9EL,T,N,F,somerville road
805,Somerville Primary (NC) School,somerville road,B10 9EN,-1.8551292259999999,52.47093776,Small Heath,Mixed,Good,175000,B10 9EY,T,N,F,somerville road
806,Springfield House Community Special School,kenilworth road,B93 0AJ,-1.704616905,52.38340948,Knowle,Mixed,Special Measures,135000,B20 3HQ,T,N,F,kenilworth road
807,Springfield Primary School,springfield road,B13 9NY,-1.858578272,52.44333453,Moseley,Mixed,Special Measures,225100,B13 9NE,S,N,F,springfield road
808,Springfield Primary School,springfield road,B13 9NY,-1.858578272,52.44333453,Moseley,Mixed,Special Measures,200000,B13 9NN,T,N,F,springfield road
809,Springfield Primary School,springfield road,B13 9NY,-1.858578272,52.44333453,Moseley,Mixed,Special Measures,220000,B13 9NN,S,N,F,springfield road
810,Springfield Primary School,springfield road,B13 9NY,-1.858578272,52.44333453,Moseley,Mixed,Special Measures,240000,B13 9NN,T,N,F,springfield road
811,Springfield Primary School,springfield road,B13 9NY,-1.858578272,52.44333453,Moseley,Mixed,Special Measures,260000,B13 9NW,S,N,F,springfield road
812,Springfield Primary School,springfield road,B13 9NY,-1.858578272,52.44333453,Moseley,Mixed,Special Measures,445000,B14 7DS,T,N,F,springfield road
813,Springfield Primary School,springfield road,B13 9NY,-1.858578272,52.44333453,Moseley,Mixed,Special Measures,467000,B14 7DS,T,N,F,springfield road
814,Springfield Primary School,springfield road,B13 9NY,-1.858578272,52.44333453,Moseley,Mixed,Special Measures,385000,B14 7DY,T,N,F,springfield road
815,Springfield Primary School,springfield road,B13 9NY,-1.858578272,52.44333453,Moseley,Mixed,Special Measures,240000,B36 0DU,S,N,F,springfield road
816,St Alban's Catholic Primary School,broad lane,B14 5AL,-1.8886438490000002,52.41454359,Kings Heath,Mixed,Good,230000,B14 5AE,S,N,F,broad lane
817,St Alban's Catholic Primary School,broad lane,B14 5AL,-1.8886438490000002,52.41454359,Kings Heath,Mixed,Good,205000,B14 5BB,T,N,F,broad lane
818,St Ambrose Barlow Catholic Primary School,shirley road,B28 9JJ,-1.835281231,52.42458625,Hall Green,Mixed,Outstanding,220000,B27 7NR,S,N,F,shirley road
819,St Ambrose Barlow Catholic Primary School,shirley road,B28 9JJ,-1.835281231,52.42458625,Hall Green,Mixed,Outstanding,285000,B28 8QH,S,N,F,shirley road
820,St Ambrose Barlow Catholic Primary School,shirley road,B28 9JJ,-1.835281231,52.42458625,Hall Green,Mixed,Outstanding,349000,B28 8QL,S,N,F,shirley road
821,St Ambrose Barlow Catholic Primary School,shirley road,B28 9JJ,-1.835281231,52.42458625,Hall Green,Mixed,Outstanding,215000,B28 9LH,S,N,F,shirley road
822,St Ambrose Barlow Catholic Primary School,shirley road,B28 9JJ,-1.835281231,52.42458625,Hall Green,Mixed,Outstanding,184500,B30 2JA,T,N,F,shirley road
823,St Ambrose Barlow Catholic Primary School,shirley road,B28 9JJ,-1.835281231,52.42458625,Hall Green,Mixed,Outstanding,270000,B30 2JA,T,N,F,shirley road
824,St Ambrose Barlow Catholic Primary School,shirley road,B28 9JJ,-1.835281231,52.42458625,Hall Green,Mixed,Outstanding,223400,B30 2JA,T,N,F,shirley road
825,St Ambrose Barlow Catholic Primary School,shirley road,B28 9JJ,-1.835281231,52.42458625,Hall Green,Mixed,Outstanding,201000,B30 2JA,T,N,F,shirley road
826,St Ambrose Barlow Catholic Primary School,shirley road,B28 9JJ,-1.835281231,52.42458625,Hall Green,Mixed,Outstanding,212500,B30 2JA,T,N,F,shirley road
827,St Augustine's Catholic Primary School,avenue road,B21 8ED,-1.945124575,52.51421369,Handsworth,Mixed,Good,268000,B14 7TH,T,N,F,avenue road
828,St Augustine's Catholic Primary School,avenue road,B21 8ED,-1.945124575,52.51421369,Handsworth,Mixed,Good,275000,B14 7TH,T,N,F,avenue road
829,St Augustine's Catholic Primary School,avenue road,B21 8ED,-1.945124575,52.51421369,Handsworth,Mixed,Good,285000,B14 7TJ,T,N,F,avenue road
830,St Augustine's Catholic Primary School,avenue road,B21 8ED,-1.945124575,52.51421369,Handsworth,Mixed,Good,375000,B14 7TJ,T,N,F,avenue road
831,St Augustine's Catholic Primary School,avenue road,B21 8ED,-1.945124575,52.51421369,Handsworth,Mixed,Good,130000,B21 8ED,T,N,F,avenue road
832,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,360000,B13 0BL,S,N,F,wake green road
833,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,300000,B13 0BN,S,N,F,wake green road
834,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,265000,B13 9EZ,F,N,L,wake green road
835,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,148500,B13 9HA,F,N,L,wake green road
836,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,145000,B13 9HA,F,N,L,wake green road
837,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,151500,B13 9HA,O,N,F,wake green road
838,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,71000,B13 9HB,F,N,L,wake green road
839,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,135000,B13 9HF,F,N,L,wake green road
840,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,137250,B13 9HF,F,N,L,wake green road
841,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,214950,B13 9HG,F,N,L,wake green road
842,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,256000,B13 9HG,F,N,L,wake green road
843,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,289950,B13 9HQ,F,N,L,wake green road
844,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,222000,B13 9HW,F,N,L,wake green road
845,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,228000,B13 9HW,F,N,L,wake green road
846,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,227500,B13 9HW,F,N,L,wake green road
847,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,232500,B13 9HW,F,N,L,wake green road
848,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,226500,B13 9HW,F,N,L,wake green road
849,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,200000,B13 9HW,F,N,L,wake green road
850,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,210000,B13 9PA,F,N,L,wake green road
851,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,125000,B13 9PX,F,N,L,wake green road
852,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,122000,B13 9PX,F,N,L,wake green road
853,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,670000,B13 9PY,D,N,F,wake green road
854,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,650000,B13 9US,D,N,F,wake green road
855,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,112000,B13 9XL,F,N,L,wake green road
856,St Bernard's Catholic Primary School,wake green road,B13 9QE,-1.8614037490000002,52.43697205,Moseley,Mixed,Good,102500,B13 9XL,F,N,L,wake green road
