,School_Name,STREET,POSTCODE,LNG,LAT,LOCALITY,GENDER,OFSTEDRATING,price_paid,postcode,property_type,new_build,estate_type,street
395,Harborne Primary School,station road,B17 9LU,-1.9529633430000002,52.45907815,Harborne,Mixed,Outstanding,420000,B46 2JA,S,N,F,station road
396,Harborne Primary School,station road,B17 9LU,-1.9529633430000002,52.45907815,Harborne,Mixed,Outstanding,215000,B46 2JB,T,N,F,station road
397,Harborne Primary School,station road,B17 9LU,-1.9529633430000002,52.45907815,Harborne,Mixed,Outstanding,500000,B46 2JG,D,N,F,station road
398,Harborne Primary School,station road,B17 9LU,-1.9529633430000002,52.45907815,Harborne,Mixed,Outstanding,333000,B47 6AB,S,N,F,station road
399,Harborne Primary School,station road,B17 9LU,-1.9529633430000002,52.45907815,Harborne,Mixed,Outstanding,590000,B47 6AF,D,N,F,station road
400,Harborne Primary School,station road,B17 9LU,-1.9529633430000002,52.45907815,Harborne,Mixed,Outstanding,485000,B47 6AF,S,N,F,station road
401,Harborne Primary School,station road,B17 9LU,-1.9529633430000002,52.45907815,Harborne,Mixed,Outstanding,365000,B48 7SD,S,N,F,station road
402,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,256125,B14 7SS,S,N,L,station road
403,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,256125,B14 7SS,T,N,F,station road
404,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,325000,B14 7TB,T,N,F,station road
405,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,410000,B14 7TE,T,N,F,station road
406,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,430000,B17 9LP,T,N,F,station road
407,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,499950,B17 9LP,T,N,F,station road
408,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,527000,B17 9LX,S,N,F,station road
409,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,139000,B21 0EX,T,N,F,station road
410,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,140000,B21 0EZ,T,N,F,station road
411,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,155000,B23 6UB,S,N,F,station road
412,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,320000,B23 6UG,O,N,F,station road
413,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,215000,B27 6DN,O,N,F,station road
414,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,395000,B30 1DB,T,N,F,station road
415,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,260000,B30 1DE,T,N,F,station road
416,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,175000,B31 3TE,T,N,F,station road
417,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,127000,B33 9AX,T,N,F,station road
418,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,375000,B37 7BA,D,N,F,station road
419,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,308000,B46 2EH,D,N,F,station road
420,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,490000,B46 2JA,S,N,F,station road
421,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,420000,B46 2JA,S,N,F,station road
422,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,215000,B46 2JB,T,N,F,station road
423,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,500000,B46 2JG,D,N,F,station road
424,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,333000,B47 6AB,S,N,F,station road
425,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,590000,B47 6AF,D,N,F,station road
426,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,485000,B47 6AF,S,N,F,station road
427,Osborne Primary School,station road,B23 6UB,-1.8382587719999999,52.527282799999995,Erdington,Mixed,Serious Weaknesses,365000,B48 7SD,S,N,F,station road
454,Heath Mount Primary School,mary street,B12 9ST,-1.889912302,52.46023213,Balsall Heath,Mixed,Requires improvement,224000,B12 9RS,T,N,F,mary street
455,Heath Mount Primary School,mary street,B12 9ST,-1.889912302,52.46023213,Balsall Heath,Mixed,Requires improvement,500000,B3 1UD,O,N,F,mary street
456,Heath Mount Primary School,mary street,B12 9ST,-1.889912302,52.46023213,Balsall Heath,Mixed,Requires improvement,195000,B3 1UD,F,N,L,mary street
457,Heathfield Primary School,heathfield road,B19 1HJ,-1.908965964,52.50589924,,Mixed,Good,263000,B14 7BT,T,N,F,heathfield road
458,Mayfield School,heathfield road,B19 1HJ,-1.909984036,52.50511784,Lozells,Mixed,Serious Weaknesses,263000,B14 7BT,T,N,F,heathfield road
460,Heathlands Primary Academy,heath way,B34 6NB,-1.795742295,52.50004071,Castle Bromwich,Mixed,Requires improvement,205000,B34 6LG,T,N,F,heath way
461,Heathlands Primary Academy,heath way,B34 6NB,-1.795742295,52.50004071,Castle Bromwich,Mixed,Requires improvement,240000,B34 6LJ,S,N,F,heath way
462,Heathlands Primary Academy,heath way,B34 6NB,-1.795742295,52.50004071,Castle Bromwich,Mixed,Requires improvement,145000,B34 6QB,T,N,F,heath way
463,Heathlands Primary Academy,heath way,B34 6NB,-1.795742295,52.50004071,Castle Bromwich,Mixed,Requires improvement,184000,B34 6RH,T,N,F,heath way
464,Heathlands Primary Academy,heath way,B34 6NB,-1.795742295,52.50004071,Castle Bromwich,Mixed,Requires improvement,190000,B34 6RX,T,N,F,heath way
465,Heathlands Primary Academy,heath way,B34 6NB,-1.795742295,52.50004071,Castle Bromwich,Mixed,Requires improvement,115000,B34 6RX,T,N,F,heath way
466,Highfield Junior and Infant School,highfield road,B8 3QF,-1.849091482,52.49312638,Saltley,Mixed,Good,245400,B15 3EE,F,N,L,highfield road
467,Highfield Junior and Infant School,highfield road,B8 3QF,-1.849091482,52.49312638,Saltley,Mixed,Good,262000,B15 3EE,F,N,L,highfield road
468,Highfield Junior and Infant School,highfield road,B8 3QF,-1.849091482,52.49312638,Saltley,Mixed,Good,337000,B28 0DR,D,N,F,highfield road
469,Highfield Junior and Infant School,highfield road,B8 3QF,-1.849091482,52.49312638,Saltley,Mixed,Good,335000,B28 0DW,S,N,F,highfield road
470,Highfield Junior and Infant School,highfield road,B8 3QF,-1.849091482,52.49312638,Saltley,Mixed,Good,239950,B28 0HS,T,N,F,highfield road
471,Highfield Junior and Infant School,highfield road,B8 3QF,-1.849091482,52.49312638,Saltley,Mixed,Good,210000,B28 0HS,T,N,F,highfield road
472,Highfield Junior and Infant School,highfield road,B8 3QF,-1.849091482,52.49312638,Saltley,Mixed,Good,68500,B28 0HT,F,N,L,highfield road
473,Highfield Junior and Infant School,highfield road,B8 3QF,-1.849091482,52.49312638,Saltley,Mixed,Good,236500,B43 5AW,T,N,F,highfield road
474,Highters Heath Community School,highters heath lane,B14 4LY,-1.871933773,52.41230618,Kings Heath,Mixed,Requires improvement,187600,B14 4LY,T,N,F,highters heath lane
475,Highters Heath Community School,highters heath lane,B14 4LY,-1.871933773,52.41230618,Kings Heath,Mixed,Requires improvement,170000,B14 4NX,T,N,F,highters heath lane
476,Highters Heath Community School,highters heath lane,B14 4LY,-1.871933773,52.41230618,Kings Heath,Mixed,Requires improvement,232000,B14 4TA,S,N,F,highters heath lane
477,Highters Heath Community School,highters heath lane,B14 4LY,-1.871933773,52.41230618,Kings Heath,Mixed,Requires improvement,237500,B14 4TA,S,N,F,highters heath lane
478,Highters Heath Community School,highters heath lane,B14 4LY,-1.871933773,52.41230618,Kings Heath,Mixed,Requires improvement,270000,B14 4TB,S,N,F,highters heath lane
479,Highters Heath Community School,highters heath lane,B14 4LY,-1.871933773,52.41230618,Kings Heath,Mixed,Requires improvement,187000,B14 4TR,T,N,F,highters heath lane
480,Hill West Primary School,clarence road,B74 4LD,-1.843174902,52.59554933,Four Oaks,Mixed,Good,175000,B11 3LD,S,N,F,clarence road
481,Hill West Primary School,clarence road,B74 4LD,-1.843174902,52.59554933,Four Oaks,Mixed,Good,495000,B13 9SX,S,N,F,clarence road
482,Hill West Primary School,clarence road,B74 4LD,-1.843174902,52.59554933,Four Oaks,Mixed,Good,145000,B13 9SY,F,N,L,clarence road
483,Hill West Primary School,clarence road,B74 4LD,-1.843174902,52.59554933,Four Oaks,Mixed,Good,491000,B13 9SZ,S,N,F,clarence road
484,Hill West Primary School,clarence road,B74 4LD,-1.843174902,52.59554933,Four Oaks,Mixed,Good,267500,B17 9JY,T,N,F,clarence road
485,Hill West Primary School,clarence road,B74 4LD,-1.843174902,52.59554933,Four Oaks,Mixed,Good,540000,B17 9LA,T,N,F,clarence road
486,Hill West Primary School,clarence road,B74 4LD,-1.843174902,52.59554933,Four Oaks,Mixed,Good,445000,B17 9LB,T,N,F,clarence road
487,Hill West Primary School,clarence road,B74 4LD,-1.843174902,52.59554933,Four Oaks,Mixed,Good,526500,B17 9LG,S,N,F,clarence road
488,Hill West Primary School,clarence road,B74 4LD,-1.843174902,52.59554933,Four Oaks,Mixed,Good,140000,B21 0EF,T,N,F,clarence road
489,Hill West Primary School,clarence road,B74 4LD,-1.843174902,52.59554933,Four Oaks,Mixed,Good,152000,B23 6AR,T,N,F,clarence road
490,Hill West Primary School,clarence road,B74 4LD,-1.843174902,52.59554933,Four Oaks,Mixed,Good,141635,B23 6AR,O,N,F,clarence road
491,Hill West Primary School,clarence road,B74 4LD,-1.843174902,52.59554933,Four Oaks,Mixed,Good,135000,B23 6AR,T,N,F,clarence road
492,Hill West Primary School,clarence road,B74 4LD,-1.843174902,52.59554933,Four Oaks,Mixed,Good,115000,B23 6AR,T,N,F,clarence road
493,Hillstone Primary School,hillstone road,B34 7PY,-1.766124909,52.49329737,Shard End,Mixed,Good,155000,B34 7PY,S,N,F,hillstone road
494,Hodge Hill Primary School,twycross grove,B36 8LD,-1.816048388,52.50189893,Hodge Hill,Mixed,Requires improvement,27750,B36 8LB,O,N,F,twycross grove
495,Holland House Infant School and Nursery,holland road,B72 1RE,-1.821595619,52.55815715,,Mixed,Outstanding,198000,B43 5EX,S,N,F,holland road
496,Holland House Infant School and Nursery,holland road,B72 1RE,-1.821595619,52.55815715,,Mixed,Outstanding,185000,B43 5EX,T,N,F,holland road
497,Hollywood Primary School,pickenham road,B14 4TG,-1.879280386,52.40304517,Hollywood,Mixed,Good,237500,B14 4TG,S,N,L,pickenham road
498,Holy Family Catholic Primary School,coventry road,B10 0HT,-1.8460061419999998,52.46555925,,Mixed,Good,235000,B10 0JL,T,N,F,coventry road
499,Holy Family Catholic Primary School,coventry road,B10 0HT,-1.8460061419999998,52.46555925,,Mixed,Good,495000,B10 0UA,O,N,F,coventry road
500,Holy Family Catholic Primary School,coventry road,B10 0HT,-1.8460061419999998,52.46555925,,Mixed,Good,141667,B25 8DP,O,N,F,coventry road
501,Holy Family Catholic Primary School,coventry road,B10 0HT,-1.8460061419999998,52.46555925,,Mixed,Good,141667,B25 8DP,O,N,F,coventry road
502,Holy Family Catholic Primary School,coventry road,B10 0HT,-1.8460061419999998,52.46555925,,Mixed,Good,150000,B25 8DT,O,N,F,coventry road
503,Holy Family Catholic Primary School,coventry road,B10 0HT,-1.8460061419999998,52.46555925,,Mixed,Good,195000,B25 8LL,S,N,F,coventry road
504,Holy Family Catholic Primary School,coventry road,B10 0HT,-1.8460061419999998,52.46555925,,Mixed,Good,225000,B26 1DT,S,N,F,coventry road
505,Holy Family Catholic Primary School,coventry road,B10 0HT,-1.8460061419999998,52.46555925,,Mixed,Good,194500,B26 1DT,T,N,F,coventry road
506,Holy Family Catholic Primary School,coventry road,B10 0HT,-1.8460061419999998,52.46555925,,Mixed,Good,192000,B26 1JP,S,N,F,coventry road
507,Holy Family Catholic Primary School,coventry road,B10 0HT,-1.8460061419999998,52.46555925,,Mixed,Good,205000,B26 1PA,S,N,F,coventry road
508,Holy Family Catholic Primary School,coventry road,B10 0HT,-1.8460061419999998,52.46555925,,Mixed,Good,165000,B26 3DF,F,N,L,coventry road
509,Holy Family Catholic Primary School,coventry road,B10 0HT,-1.8460061419999998,52.46555925,,Mixed,Good,136000,B26 3HJ,T,N,F,coventry road
510,Holy Family Catholic Primary School,coventry road,B10 0HT,-1.8460061419999998,52.46555925,,Mixed,Good,120000,B26 3HJ,T,N,F,coventry road
511,Holy Family Catholic Primary School,coventry road,B10 0HT,-1.8460061419999998,52.46555925,,Mixed,Good,285000,B26 3HN,T,N,F,coventry road
512,Holy Family Catholic Primary School,coventry road,B10 0HT,-1.8460061419999998,52.46555925,,Mixed,Good,150000,B26 3JH,T,N,F,coventry road
513,Holy Family Catholic Primary School,coventry road,B10 0HT,-1.8460061419999998,52.46555925,,Mixed,Good,235000,B26 3PN,S,N,F,coventry road
514,Holy Family Catholic Primary School,coventry road,B10 0HT,-1.8460061419999998,52.46555925,,Mixed,Good,195000,B26 3PX,S,N,L,coventry road
515,Holy Family Catholic Primary School,coventry road,B10 0HT,-1.8460061419999998,52.46555925,,Mixed,Good,16000000,B26 3QS,O,N,F,coventry road
516,Holy Family Catholic Primary School,coventry road,B10 0HT,-1.8460061419999998,52.46555925,,Mixed,Good,720000,B46 3EE,D,N,F,coventry road
517,Holy Souls Catholic Primary School,mallard close,B27 6BN,-1.8189089369999998,52.44736112,Acocks Green,Mixed,Serious Weaknesses,270000,B27 6BN,D,N,L,mallard close
519,Holy Trinity CE Primary Academy (Handsworth),havelock road,B20 3LP,-1.906843277,52.51343114,Handsworth,Mixed,Requires improvement,155000,B11 3RG,S,N,F,havelock road
520,Holy Trinity CE Primary Academy (Handsworth),havelock road,B20 3LP,-1.906843277,52.51343114,Handsworth,Mixed,Requires improvement,135000,B8 1RT,T,N,F,havelock road
521,James Brindley School,bell barn road,B15 2AF,-1.906685718,52.46938032,Edgbaston,Mixed,Good,210000,B15 2DH,F,N,L,bell barn road
522,James Brindley School,bell barn road,B15 2AF,-1.906685718,52.46938032,Edgbaston,Mixed,Good,216000,B15 2DH,F,N,L,bell barn road
523,James Watt Primary School,boulton road,B21 0RE,-1.9392792580000002,52.49998523,Soho,Mixed,Good,97500,B21 0QY,T,N,F,boulton road
524,James Watt Primary School,boulton road,B21 0RE,-1.9392792580000002,52.49998523,Soho,Mixed,Good,125500,B21 0QY,T,N,F,boulton road
525,Oasis Academy Boulton,boulton road,B21 0RE,-1.9385112740000001,52.50148617,,Mixed,Good,97500,B21 0QY,T,N,F,boulton road
526,Oasis Academy Boulton,boulton road,B21 0RE,-1.9385112740000001,52.50148617,,Mixed,Good,125500,B21 0QY,T,N,F,boulton road
527,Jervoise School,jervoise road,B29 5QU,-1.968900246,52.44044703,Weoley Castle,Mixed,Good,150000,B29 5QS,S,N,F,jervoise road
528,Jervoise School,jervoise road,B29 5QU,-1.968900246,52.44044703,Weoley Castle,Mixed,Good,170000,B29 5QS,S,N,F,jervoise road
529,Jervoise School,jervoise road,B29 5QU,-1.968900246,52.44044703,Weoley Castle,Mixed,Good,205000,B29 5QT,S,N,F,jervoise road
530,Jervoise School,jervoise road,B29 5QU,-1.968900246,52.44044703,Weoley Castle,Mixed,Good,156000,B29 5QT,T,N,F,jervoise road
541,King Edward VI Camp Hill School for Girls,vicarage road,B14 7QJ,-1.9022952080000002,52.43109734,Kings Heath,Girls,Outstanding,350000,B14 7NE,O,N,F,vicarage road
542,King Edward VI Camp Hill School for Girls,vicarage road,B14 7QJ,-1.9022952080000002,52.43109734,Kings Heath,Girls,Outstanding,265000,B14 7NE,O,N,F,vicarage road
543,King Edward VI Camp Hill School for Girls,vicarage road,B14 7QJ,-1.9022952080000002,52.43109734,Kings Heath,Girls,Outstanding,177250,B14 7NN,T,N,L,vicarage road
544,King Edward VI Camp Hill School for Girls,vicarage road,B14 7QJ,-1.9022952080000002,52.43109734,Kings Heath,Girls,Outstanding,600000,B14 7QA,D,N,F,vicarage road
545,King Edward VI Camp Hill School for Girls,vicarage road,B14 7QJ,-1.9022952080000002,52.43109734,Kings Heath,Girls,Outstanding,295000,B17 0SP,T,N,F,vicarage road
546,King Edward VI Camp Hill School for Girls,vicarage road,B14 7QJ,-1.9022952080000002,52.43109734,Kings Heath,Girls,Outstanding,325000,B17 0SP,T,N,F,vicarage road
547,King Edward VI Camp Hill School for Girls,vicarage road,B14 7QJ,-1.9022952080000002,52.43109734,Kings Heath,Girls,Outstanding,390000,B33 8PH,S,N,F,vicarage road
549,King Edward VI Sheldon Heath Academy,sheldon heath road,B26 2RZ,-1.77862062,52.46861699,Sheldon,Mixed,Good,216000,B26 2DH,S,N,F,sheldon heath road
550,King Edward VI Sheldon Heath Academy,sheldon heath road,B26 2RZ,-1.77862062,52.46861699,Sheldon,Mixed,Good,72500,B26 2DQ,F,N,L,sheldon heath road
551,King Edward VI Sheldon Heath Academy,sheldon heath road,B26 2RZ,-1.77862062,52.46861699,Sheldon,Mixed,Good,450000,B26 2DR,D,N,F,sheldon heath road
552,King Edward VI Sheldon Heath Academy,sheldon heath road,B26 2RZ,-1.77862062,52.46861699,Sheldon,Mixed,Good,160000,B26 2UA,S,N,F,sheldon heath road
553,King Edward VI Sheldon Heath Academy,sheldon heath road,B26 2RZ,-1.77862062,52.46861699,Sheldon,Mixed,Good,240000,B26 2UA,S,N,F,sheldon heath road
554,King's Norton Boys' School,northfield road,B30 1DY,-1.941583325,52.41716157,King's Norton,Boys,Good,230000,B17 0ST,T,N,F,northfield road
555,King's Norton Boys' School,northfield road,B30 1DY,-1.941583325,52.41716157,King's Norton,Boys,Good,210000,B17 0ST,S,N,F,northfield road
556,King's Norton Boys' School,northfield road,B30 1DY,-1.941583325,52.41716157,King's Norton,Boys,Good,190000,B17 0ST,S,N,F,northfield road
557,King's Norton Boys' School,northfield road,B30 1DY,-1.941583325,52.41716157,King's Norton,Boys,Good,205000,B17 0ST,T,N,L,northfield road
558,King's Norton Boys' School,northfield road,B30 1DY,-1.941583325,52.41716157,King's Norton,Boys,Good,230000,B17 0ST,T,N,F,northfield road
559,King's Norton Boys' School,northfield road,B30 1DY,-1.941583325,52.41716157,King's Norton,Boys,Good,238000,B17 0TE,T,N,F,northfield road
560,King's Norton Boys' School,northfield road,B30 1DY,-1.941583325,52.41716157,King's Norton,Boys,Good,86000,B30 1DU,F,N,L,northfield road
561,King's Norton Boys' School,northfield road,B30 1DY,-1.941583325,52.41716157,King's Norton,Boys,Good,82500,B30 1DU,F,N,L,northfield road
562,King's Norton Boys' School,northfield road,B30 1DY,-1.941583325,52.41716157,King's Norton,Boys,Good,550000,B30 1DX,S,N,F,northfield road
563,King's Norton Boys' School,northfield road,B30 1DY,-1.941583325,52.41716157,King's Norton,Boys,Good,120000,B30 1EA,F,N,L,northfield road
564,King's Norton Boys' School,northfield road,B30 1DY,-1.941583325,52.41716157,King's Norton,Boys,Good,450000,B30 1JG,S,N,F,northfield road
565,King's Norton Boys' School,northfield road,B30 1DY,-1.941583325,52.41716157,King's Norton,Boys,Good,426000,B30 1JH,T,N,F,northfield road
566,King's Norton Boys' School,northfield road,B30 1DY,-1.941583325,52.41716157,King's Norton,Boys,Good,425000,B30 1JH,T,N,F,northfield road
567,Kings Heath Boys,hollybank road,B13 0RJ,-1.880371929,52.423399700000004,Kings Heath,Boys,Good,59000,B13 0RD,F,N,L,hollybank road
568,Kings Heath Boys,hollybank road,B13 0RJ,-1.880371929,52.423399700000004,Kings Heath,Boys,Good,97000,B13 0RF,F,N,L,hollybank road
569,Kings Heath Primary School,valentine road,B14 7AJ,-1.889763761,52.43713662,Kings Heath,Mixed,Good,675000,B14 7AN,S,N,F,valentine road
570,Kings Heath Primary School,valentine road,B14 7AJ,-1.889763761,52.43713662,Kings Heath,Mixed,Good,518000,B14 7AN,F,N,F,valentine road
571,Kings Norton Girls' School,selly oak road,B30 1HW,-1.9352652019999999,52.42077999,Kings Norton,Girls,Outstanding,220000,B30 1HL,S,N,F,selly oak road
572,Kings Norton Girls' School,selly oak road,B30 1HW,-1.9352652019999999,52.42077999,Kings Norton,Girls,Outstanding,300000,B30 1HP,D,N,F,selly oak road
573,Kings Norton Girls' School,selly oak road,B30 1HW,-1.9352652019999999,52.42077999,Kings Norton,Girls,Outstanding,545000,B30 1HR,S,N,F,selly oak road
574,Kings Norton Junior and Infant School,pershore road south,B30 3EU,-1.927582926,52.40814589,Kings Norton,Mixed,Special Measures,182500,B30 3EE,O,N,L,pershore road south
575,Kings Rise Academy,hornsey road,B44 0JL,-1.87556183,52.54950585,Kingstanding,Mixed,Requires improvement,145000,B44 0JT,T,N,F,hornsey road
576,Kingsland Primary School (NC),kingsland road,B44 9PU,-1.887678279,52.55759084,,Mixed,Good,147000,B44 9PT,S,N,F,kingsland road
577,Kingsland Primary School (NC),kingsland road,B44 9PU,-1.887678279,52.55759084,,Mixed,Good,155000,B44 9PY,T,N,F,kingsland road
578,Kingsland Primary School (NC),kingsland road,B44 9PU,-1.887678279,52.55759084,,Mixed,Good,190000,B44 9PY,S,N,F,kingsland road
579,Kingsland Primary School (NC),kingsland road,B44 9PU,-1.887678279,52.55759084,,Mixed,Good,170000,B44 9QA,T,N,F,kingsland road
580,Kingsthorne Primary School,cranbourne road,B44 0BX,-1.882447912,52.54428972,Kingstanding,Mixed,Good,165500,B44 0DE,S,N,F,cranbourne road
581,Kingsthorne Primary School,cranbourne road,B44 0BX,-1.882447912,52.54428972,Kingstanding,Mixed,Good,116000,B44 0DE,S,N,F,cranbourne road
582,Kingsthorne Primary School,cranbourne road,B44 0BX,-1.882447912,52.54428972,Kingstanding,Mixed,Good,161000,B44 0DE,T,N,F,cranbourne road
583,Lakey Lane Junior and Infant School,lakey lane,B28 8RY,-1.8309165180000002,52.43153838,Hall Green,Mixed,Good,269000,B28 9DS,S,N,F,lakey lane
584,Lakey Lane Junior and Infant School,lakey lane,B28 8RY,-1.8309165180000002,52.43153838,Hall Green,Mixed,Good,215000,B28 9DS,S,N,F,lakey lane
585,Lea Forest Primary Academy,hurstcroft road,B33 9RD,-1.786175485,52.48314966,Kitts Green,Mixed,Good,160000,B33 9RA,T,N,F,hurstcroft road
608,Lyndon Green Junior School,wensley road,B26 1LU,-1.795704091,52.46054767,Sheldon,Mixed,Requires improvement,212500,B26 1LT,T,N,F,wensley road
609,Mansfield Green E-ACT Academy,albert road,B6 5NH,-1.897648925,52.50366772,Aston,Mixed,Outstanding,285000,B14 7HE,T,N,F,albert road
610,Mansfield Green E-ACT Academy,albert road,B6 5NH,-1.897648925,52.50366772,Aston,Mixed,Outstanding,340000,B14 7HE,T,N,F,albert road
611,Mansfield Green E-ACT Academy,albert road,B6 5NH,-1.897648925,52.50366772,Aston,Mixed,Outstanding,275000,B14 7HH,T,N,F,albert road
612,Mansfield Green E-ACT Academy,albert road,B6 5NH,-1.897648925,52.50366772,Aston,Mixed,Outstanding,240000,B21 9JY,T,N,F,albert road
613,Mansfield Green E-ACT Academy,albert road,B6 5NH,-1.897648925,52.50366772,Aston,Mixed,Outstanding,175000,B21 9JY,T,N,F,albert road
614,Mansfield Green E-ACT Academy,albert road,B6 5NH,-1.897648925,52.50366772,Aston,Mixed,Outstanding,220000,B21 9LA,T,N,F,albert road
615,Mansfield Green E-ACT Academy,albert road,B6 5NH,-1.897648925,52.50366772,Aston,Mixed,Outstanding,135000,B21 9LA,T,N,F,albert road
616,Mansfield Green E-ACT Academy,albert road,B6 5NH,-1.897648925,52.50366772,Aston,Mixed,Outstanding,174000,B21 9LB,T,N,F,albert road
617,Mansfield Green E-ACT Academy,albert road,B6 5NH,-1.897648925,52.50366772,Aston,Mixed,Outstanding,300000,B23 7LT,D,N,F,albert road
618,Mansfield Green E-ACT Academy,albert road,B6 5NH,-1.897648925,52.50366772,Aston,Mixed,Outstanding,283000,B33 8UE,S,N,F,albert road
619,Mansfield Green E-ACT Academy,albert road,B6 5NH,-1.897648925,52.50366772,Aston,Mixed,Outstanding,125000,B33 9BD,T,N,F,albert road
620,Mansfield Green E-ACT Academy,albert road,B6 5NH,-1.897648925,52.50366772,Aston,Mixed,Outstanding,130000,B33 9BD,T,N,F,albert road
621,Mansfield Green E-ACT Academy,albert road,B6 5NH,-1.897648925,52.50366772,Aston,Mixed,Outstanding,210000,B6 5NH,T,N,F,albert road
622,Mansfield Green E-ACT Academy,albert road,B6 5NH,-1.897648925,52.50366772,Aston,Mixed,Outstanding,200000,B6 5NH,T,N,F,albert road
623,Mansfield Green E-ACT Academy,albert road,B6 5NH,-1.897648925,52.50366772,Aston,Mixed,Outstanding,130000,B6 5NL,T,N,F,albert road
624,Mansfield Green E-ACT Academy,albert road,B6 5NH,-1.897648925,52.50366772,Aston,Mixed,Outstanding,176000,B6 5NL,T,N,F,albert road
641,Stechford Primary School,albert road,B33 8SJ,-1.813152325,52.47958134,Stechford,Mixed,Good,285000,B14 7HE,T,N,F,albert road
642,Stechford Primary School,albert road,B33 8SJ,-1.813152325,52.47958134,Stechford,Mixed,Good,340000,B14 7HE,T,N,F,albert road
643,Stechford Primary School,albert road,B33 8SJ,-1.813152325,52.47958134,Stechford,Mixed,Good,275000,B14 7HH,T,N,F,albert road
644,Stechford Primary School,albert road,B33 8SJ,-1.813152325,52.47958134,Stechford,Mixed,Good,240000,B21 9JY,T,N,F,albert road
645,Stechford Primary School,albert road,B33 8SJ,-1.813152325,52.47958134,Stechford,Mixed,Good,175000,B21 9JY,T,N,F,albert road
646,Stechford Primary School,albert road,B33 8SJ,-1.813152325,52.47958134,Stechford,Mixed,Good,220000,B21 9LA,T,N,F,albert road
647,Stechford Primary School,albert road,B33 8SJ,-1.813152325,52.47958134,Stechford,Mixed,Good,135000,B21 9LA,T,N,F,albert road
648,Stechford Primary School,albert road,B33 8SJ,-1.813152325,52.47958134,Stechford,Mixed,Good,174000,B21 9LB,T,N,F,albert road
649,Stechford Primary School,albert road,B33 8SJ,-1.813152325,52.47958134,Stechford,Mixed,Good,300000,B23 7LT,D,N,F,albert road
650,Stechford Primary School,albert road,B33 8SJ,-1.813152325,52.47958134,Stechford,Mixed,Good,283000,B33 8UE,S,N,F,albert road
651,Stechford Primary School,albert road,B33 8SJ,-1.813152325,52.47958134,Stechford,Mixed,Good,125000,B33 9BD,T,N,F,albert road
652,Stechford Primary School,albert road,B33 8SJ,-1.813152325,52.47958134,Stechford,Mixed,Good,130000,B33 9BD,T,N,F,albert road
653,Stechford Primary School,albert road,B33 8SJ,-1.813152325,52.47958134,Stechford,Mixed,Good,210000,B6 5NH,T,N,F,albert road
654,Stechford Primary School,albert road,B33 8SJ,-1.813152325,52.47958134,Stechford,Mixed,Good,200000,B6 5NH,T,N,F,albert road
